plan_id,plan_name,intensity,focus_area,total_duration_min,est_calories,exercises_json
11,Light Glutes Plan #11,light,glutes,51,448,"[{""name"": ""Rowing Machine (intense)"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 330, ""note"": """"}, {""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 35, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Yoga Flow"", ""type"": ""mobility"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 6, ""sets"": 3, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 18, ""note"": """"}, {""name"": ""Bodyweight Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 30, ""note"": """"}]"
12,Moderate Back Plan #12,moderate,back,89,817,"[{""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Battle Rope Slams"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 300, ""note"": """"}, {""name"": ""Yoga Flow"", ""type"": ""mobility"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 9, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 27, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 260, ""note"": """"}, {""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 210, ""note"": """"}]"
13,Light Chest Plan #13,light,chest,45,420,"[{""name"": ""Pilates Mat"", ""type"": ""mobility_core"", ""primary"": ""core"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 15, ""note"": """"}, {""name"": ""Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 35, ""note"": """"}, {""name"": ""Squat Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 55, ""note"": """"}, {""name"": ""Walking Lunges (slow)"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Sprint Intervals"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 260, ""note"": """"}]"
14,Light Legs Plan #14,light,legs,20,110,"[{""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Resistance Band Work"", ""type"": ""strength"", ""primary"": ""varied"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 35, ""note"": """"}, {""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 20, ""note"": """"}]"
15,Moderate Back Plan #15,moderate,back,118,964,"[{""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 42, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 225, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Bodyweight Calisthenics (easy)"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Burpees"", ""type"": ""cardio_strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 420, ""note"": """"}, {""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 48, ""note"": """"}, {""name"": ""Light Rowing"", ""type"": ""cardio_low"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 150, ""note"": """"}, {""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 24, ""note"": """"}]"
16,Moderate Core Plan #16,moderate,core,46,437,"[{""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 64, ""note"": """"}, {""name"": ""Kettlebell Swings"", ""type"": ""strength_cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 60, ""note"": """"}, {""name"": ""Dumbbell Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 42, ""note"": """"}, {""name"": ""Thrusters"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 55, ""note"": """"}, {""name"": ""Jump Rope"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}, {""name"": ""Bodyweight Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 36, ""note"": """"}]"
17,Light Fullbody Plan #17,light,fullbody,36,223,"[{""name"": ""Pilates Mat"", ""type"": ""mobility_core"", ""primary"": ""core"", ""intensity_score"": 1, ""duration_min"": 6, ""sets"": 3, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 18, ""note"": """"}, {""name"": ""Push-ups (explosive)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 45, ""note"": """"}, {""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 140, ""note"": """"}]"
18,Moderate Glutes Plan #18,moderate,glutes,77,736,"[{""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}, {""name"": ""Sprint Intervals"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 455, ""note"": """"}, {""name"": ""Lunges"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 9, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 54, ""note"": """"}, {""name"": ""Chair Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 15, ""note"": """"}, {""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 32, ""note"": """"}]"
19,Intense Back Plan #19,intense,back,66,567,"[{""name"": ""Step-ups"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""Battle Ropes"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 10, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 10, ""work_sec"": 40, ""rest_sec"": 20, ""est_calories"": 120, ""note"": """"}, {""name"": ""Bench Press (heavy)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 5, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 48, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 4, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 8, ""work_sec"": 20, ""rest_sec"": 10, ""est_calories"": 52, ""note"": """"}, {""name"": ""Jump Rope"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 3, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 6, ""work_sec"": 20, ""rest_sec"": 10, ""est_calories"": 36, ""note"": """"}, {""name"": ""Rowing Machine (intense)"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 7, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 12, ""work_sec"": 20, ""rest_sec"": 15, ""est_calories"": 77, ""note"": """"}, {""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 49, ""note"": """"}, {""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 11, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 12, ""work_sec"": 40, ""rest_sec"": 15, ""est_calories"": 88, ""note"": """"}, {""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 4, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Brisk Walk"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 8, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 10, ""work_sec"": 30, ""rest_sec"": 20, ""est_calories"": 32, ""note"": """"}]"
20,Light Glutes Plan #20,light,glutes,90,740,"[{""name"": ""Brisk Walk"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 40, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 160, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 40, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 520, ""note"": """"}, {""name"": ""Resistance Band Work"", ""type"": ""strength"", ""primary"": ""varied"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 40, ""note"": """"}]"
21,Intense Mobility Plan #21,intense,mobility,47,408,"[{""name"": ""Squat Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 9, ""sets"": 5, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 99, ""note"": """"}, {""name"": ""Farmer's Carry"", ""type"": ""strength"", ""primary"": ""grip"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""Medicine Ball Slams"", ""type"": ""power"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 7, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 70, ""note"": """"}, {""name"": ""Bodyweight Calisthenics (easy)"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 8, ""sets"": 5, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 32, ""note"": """"}, {""name"": ""Burpees"", ""type"": ""cardio_strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 8, ""work_sec"": 20, ""rest_sec"": 15, ""est_calories"": 60, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 10, ""work_sec"": 40, ""rest_sec"": 10, ""est_calories"": 72, ""note"": """"}, {""name"": ""Deadlift (heavy)"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 5, ""reps"": 4, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 45, ""note"": """"}]"
22,Moderate Glutes Plan #22,moderate,glutes,71,665,"[{""name"": ""Chair Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 8, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 24, ""note"": """"}, {""name"": ""Bench Press (heavy)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 40, ""note"": """"}, {""name"": ""Burpees"", ""type"": ""cardio_strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}, {""name"": ""Dumbbell Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 42, ""note"": """"}, {""name"": ""Sprint Intervals"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 195, ""note"": """"}, {""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 49, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 135, ""note"": """"}]"
23,Moderate Mobility Plan #23,moderate,mobility,102,1067,"[{""name"": ""Push-ups (explosive)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 45, ""note"": """"}, {""name"": ""High Knees"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 220, ""note"": """"}, {""name"": ""Thrusters"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 7, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 77, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 315, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 325, ""note"": """"}, {""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 35, ""note"": """"}, {""name"": ""Kettlebell Swings"", ""type"": ""strength_cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 50, ""note"": """"}]"
24,Light Shoulders Plan #24,light,shoulders,50,425,"[{""name"": ""Dumbbell Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Pilates Mat"", ""type"": ""mobility_core"", ""primary"": ""core"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 15, ""note"": """"}, {""name"": ""Farmer's Carry"", ""type"": ""strength"", ""primary"": ""grip"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 30, ""note"": """"}, {""name"": ""Chair Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 15, ""note"": """"}, {""name"": ""Mountain Climbers"", ""type"": ""cardio_core"", ""primary"": ""core"", ""intensity_score"": 3, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 330, ""note"": """"}]"
25,Intense Mobility Plan #25,intense,mobility,58,484,"[{""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 24, ""note"": """"}, {""name"": ""Mountain Climbers"", ""type"": ""cardio_core"", ""primary"": ""core"", ""intensity_score"": 3, ""duration_min"": 4, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 6, ""work_sec"": 30, ""rest_sec"": 15, ""est_calories"": 44, ""note"": """"}, {""name"": ""Thrusters"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 66, ""note"": """"}, {""name"": ""Rowing Machine (intense)"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 6, ""work_sec"": 40, ""rest_sec"": 15, ""est_calories"": 66, ""note"": """"}, {""name"": ""Glute Bridges"", ""type"": ""strength"", ""primary"": ""glutes"", ""intensity_score"": 1, ""duration_min"": 6, ""sets"": 5, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 24, ""note"": """"}, {""name"": ""Bench Press (heavy)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 4, ""reps"": 4, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 48, ""note"": """"}, {""name"": ""Squat Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 9, ""sets"": 5, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 99, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 49, ""note"": """"}, {""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 10, ""work_sec"": 30, ""rest_sec"": 15, ""est_calories"": 64, ""note"": """"}]"
